,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_objective,param_reg_alpha,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
60,1.4504218101501465,0.02897252194520682,0.00957489013671875,0.0004893975145716976,0.1,1000,multi:softmax,0.1,0.1,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,0.9873111357410133,0.9874201871995952,0.9898587018051501,0.0033737660071566727,146
61,1.5012075424194335,0.04275708630307624,0.009476804733276367,0.0004456081793318823,0.1,1000,multi:softmax,0.1,1,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 1}",1.0,0.9915254237288136,0.9915150134194323,0.9915288584550447,0.9874201871995952,0.9923978965605771,0.004119841887695269,27
62,1.6596482753753663,0.16905326625690636,0.010372400283813477,0.0007975102112432206,0.1,1000,multi:softmax,0.1,1.2,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 1.2}",1.0,0.9915254237288136,0.9915150134194323,0.995769461288006,0.9874201871995952,0.9932460171271694,0.0042867508652366,18
63,1.6529220581054687,0.07419485455092216,0.009774208068847656,0.00039899373075867313,0.1,1000,multi:softmax,0.1,1.4,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 1.4}",1.0,0.9915254237288136,0.9915150134194323,0.995769461288006,0.9874201871995952,0.9932460171271694,0.0042867508652366,18
64,1.5853965759277344,0.06184621146690144,0.009779262542724609,0.0005122924015176929,0.1,1000,multi:softmax,0.1,2,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 2}",1.0,0.9915254237288136,0.9915150134194323,1.0,0.9874201871995952,0.9940921248695682,0.005050746233140726,3
65,1.522161102294922,0.026903502543574313,0.009574460983276366,0.00048816941794851726,0.1,1000,multi:softmax,1,0.1,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 0.1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
66,1.4866143226623536,0.00601372836529689,0.009174966812133789,0.00039904164236579,0.1,1000,multi:softmax,1,1,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
67,1.4975990295410155,0.004305113075815539,0.009374141693115234,0.0004881301893944919,0.1,1000,multi:softmax,1,1.2,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1.2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
68,1.5004076480865478,0.012790164840967283,0.009376001358032227,0.0004894356659678672,0.1,1000,multi:softmax,1,1.4,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1.4}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
69,1.5543519496917724,0.050824577497753064,0.009278202056884765,0.00040036014505926,0.1,1000,multi:softmax,1,2,"{'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
